danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.326,0.284,9,-13.131,0,0.0383,0.902,0.922,0.126,0.213,120.732,audio_features,0dYaZeUGUgjmRnjyvR1RWg,spotify:track:0dYaZeUGUgjmRnjyvR1RWg,https://api.spotify.com/v1/tracks/0dYaZeUGUgjmRnjyvR1RWg,https://api.spotify.com/v1/audio-analysis/0dYaZeUGUgjmRnjyvR1RWg,576653,4
0.322,0.14,4,-20.747,1,0.0489,0.906,0.759,0.125,0.285,92.122,audio_features,1chTrqszWQEOP4RsNuOZf7,spotify:track:1chTrqszWQEOP4RsNuOZf7,https://api.spotify.com/v1/tracks/1chTrqszWQEOP4RsNuOZf7,https://api.spotify.com/v1/audio-analysis/1chTrqszWQEOP4RsNuOZf7,425000,4
0.408,0.334,3,-14.615,0,0.0365,0.84,0.248,0.112,0.562,109.095,audio_features,6FIES8iEfuZ6KUQMOs2T92,spotify:track:6FIES8iEfuZ6KUQMOs2T92,https://api.spotify.com/v1/tracks/6FIES8iEfuZ6KUQMOs2T92,https://api.spotify.com/v1/audio-analysis/6FIES8iEfuZ6KUQMOs2T92,254653,4
0.428,0.237,7,-13.764,0,0.0351,0.987,0.896,0.0849,0.357,79.904,audio_features,64ta7ZvTJeThz7Ns4LmAHS,spotify:track:64ta7ZvTJeThz7Ns4LmAHS,https://api.spotify.com/v1/tracks/64ta7ZvTJeThz7Ns4LmAHS,https://api.spotify.com/v1/audio-analysis/64ta7ZvTJeThz7Ns4LmAHS,460027,4
0.305,0.259,0,-15.179,0,0.0378,0.937,0.88,0.0922,0.165,98.086,audio_features,0eBr9W1GE5nou99gRdy02J,spotify:track:0eBr9W1GE5nou99gRdy02J,https://api.spotify.com/v1/tracks/0eBr9W1GE5nou99gRdy02J,https://api.spotify.com/v1/audio-analysis/0eBr9W1GE5nou99gRdy02J,442000,4
0.355,0.188,7,-18.089,0,0.0369,0.975,0.859,0.122,0.214,113.537,audio_features,6OC0v9yU90ME5DW2o1skKr,spotify:track:6OC0v9yU90ME5DW2o1skKr,https://api.spotify.com/v1/tracks/6OC0v9yU90ME5DW2o1skKr,https://api.spotify.com/v1/audio-analysis/6OC0v9yU90ME5DW2o1skKr,432546,4
0.404,0.177,2,-16.993,0,0.0405,0.959,0.793,0.109,0.261,84.835,audio_features,2Pjkku2SZrbCTygKVBxUM3,spotify:track:2Pjkku2SZrbCTygKVBxUM3,https://api.spotify.com/v1/tracks/2Pjkku2SZrbCTygKVBxUM3,https://api.spotify.com/v1/audio-analysis/2Pjkku2SZrbCTygKVBxUM3,97000,3
0.397,0.167,7,-20.965,1,0.0555,0.966,0.818,0.0884,0.254,118.824,audio_features,2gK0pgL5CwCxOvP0Ks9gGz,spotify:track:2gK0pgL5CwCxOvP0Ks9gGz,https://api.spotify.com/v1/tracks/2gK0pgL5CwCxOvP0Ks9gGz,https://api.spotify.com/v1/audio-analysis/2gK0pgL5CwCxOvP0Ks9gGz,626000,4
0.272,0.153,10,-20.058,1,0.0364,0.95,0.892,0.312,0.471,101.712,audio_features,4ixh2ds0j86ydQvP0RjwIV,spotify:track:4ixh2ds0j86ydQvP0RjwIV,https://api.spotify.com/v1/tracks/4ixh2ds0j86ydQvP0RjwIV,https://api.spotify.com/v1/audio-analysis/4ixh2ds0j86ydQvP0RjwIV,279507,4
0.367,0.0814,10,-23.788,0,0.0439,0.913,0.931,0.105,0.62,161.58,audio_features,2ZjhhB3kZP6Zufmjuv2TWC,spotify:track:2ZjhhB3kZP6Zufmjuv2TWC,https://api.spotify.com/v1/tracks/2ZjhhB3kZP6Zufmjuv2TWC,https://api.spotify.com/v1/audio-analysis/2ZjhhB3kZP6Zufmjuv2TWC,123773,4
0.279,0.108,2,-20.349,1,0.0428,0.895,0.337,0.0662,0.167,84.831,audio_features,6ppu8ECkNhZIqQAqbP7u5o,spotify:track:6ppu8ECkNhZIqQAqbP7u5o,https://api.spotify.com/v1/tracks/6ppu8ECkNhZIqQAqbP7u5o,https://api.spotify.com/v1/audio-analysis/6ppu8ECkNhZIqQAqbP7u5o,1156333,4
0.218,0.0725,10,-25.187,1,0.0428,0.953,0.895,0.1,0.104,153.308,audio_features,7FtvGU3B5V0YJswgbzKVP6,spotify:track:7FtvGU3B5V0YJswgbzKVP6,https://api.spotify.com/v1/tracks/7FtvGU3B5V0YJswgbzKVP6,https://api.spotify.com/v1/audio-analysis/7FtvGU3B5V0YJswgbzKVP6,222440,3
0.329,0.211,2,-14.296,1,0.0343,0.843,0.9,0.113,0.295,132.968,audio_features,5to42me5301ochDzLEDeJv,spotify:track:5to42me5301ochDzLEDeJv,https://api.spotify.com/v1/tracks/5to42me5301ochDzLEDeJv,https://api.spotify.com/v1/audio-analysis/5to42me5301ochDzLEDeJv,264734,4
0.162,0.172,0,-16.809,0,0.036,0.984,0.877,0.0589,0.0386,56.234,audio_features,157JeqrTh9lW317ETqenVq,spotify:track:157JeqrTh9lW317ETqenVq,https://api.spotify.com/v1/tracks/157JeqrTh9lW317ETqenVq,https://api.spotify.com/v1/audio-analysis/157JeqrTh9lW317ETqenVq,687840,4
0.265,0.137,0,-20.642,0,0.0491,0.867,0.132,0.048,0.134,82.954,audio_features,2st9kwCck5g6hjUwwRGQCE,spotify:track:2st9kwCck5g6hjUwwRGQCE,https://api.spotify.com/v1/tracks/2st9kwCck5g6hjUwwRGQCE,https://api.spotify.com/v1/audio-analysis/2st9kwCck5g6hjUwwRGQCE,517707,4
0.501,0.0358,9,-26.147,1,0.0293,0.961,0.58,0.142,0.43,85.189,audio_features,6e85fziCk6MwZUxWyG6Ijm,spotify:track:6e85fziCk6MwZUxWyG6Ijm,https://api.spotify.com/v1/tracks/6e85fziCk6MwZUxWyG6Ijm,https://api.spotify.com/v1/audio-analysis/6e85fziCk6MwZUxWyG6Ijm,237720,4
0.113,0.0732,0,-23.21,1,0.0496,0.969,0.772,0.107,0.0379,174.599,audio_features,7c8EKQLv5ld1uWm1BdGqds,spotify:track:7c8EKQLv5ld1uWm1BdGqds,https://api.spotify.com/v1/tracks/7c8EKQLv5ld1uWm1BdGqds,https://api.spotify.com/v1/audio-analysis/7c8EKQLv5ld1uWm1BdGqds,194267,4
0.259,0.172,5,-17.061,0,0.038,0.726,0.901,0.108,0.148,76.361,audio_features,363LVCWmC8oafSBJXsJgB7,spotify:track:363LVCWmC8oafSBJXsJgB7,https://api.spotify.com/v1/tracks/363LVCWmC8oafSBJXsJgB7,https://api.spotify.com/v1/audio-analysis/363LVCWmC8oafSBJXsJgB7,537507,4
0.618,0.251,2,-18.365,1,0.0573,0.85,0.912,0.222,0.802,151.178,audio_features,6iEUNyyUTibtmxxJPuY27o,spotify:track:6iEUNyyUTibtmxxJPuY27o,https://api.spotify.com/v1/tracks/6iEUNyyUTibtmxxJPuY27o,https://api.spotify.com/v1/audio-analysis/6iEUNyyUTibtmxxJPuY27o,145000,4
0.454,0.112,2,-24.007,0,0.0507,0.85,0.922,0.202,0.437,127.191,audio_features,0btCVl1OjO1zJs30kdIzOI,spotify:track:0btCVl1OjO1zJs30kdIzOI,https://api.spotify.com/v1/tracks/0btCVl1OjO1zJs30kdIzOI,https://api.spotify.com/v1/audio-analysis/0btCVl1OjO1zJs30kdIzOI,156000,4
0.249,0.114,4,-19.147,0,0.0379,0.908,0.914,0.0857,0.0943,125.141,audio_features,0lOK6rOFeZXaqw4SUP5U3o,spotify:track:0lOK6rOFeZXaqw4SUP5U3o,https://api.spotify.com/v1/tracks/0lOK6rOFeZXaqw4SUP5U3o,https://api.spotify.com/v1/audio-analysis/0lOK6rOFeZXaqw4SUP5U3o,581911,4
0.339,0.0937,2,-20.267,1,0.0394,0.931,0.293,0.252,0.458,123.048,audio_features,0qFZYO72iBOhW7X6KbL44Q,spotify:track:0qFZYO72iBOhW7X6KbL44Q,https://api.spotify.com/v1/tracks/0qFZYO72iBOhW7X6KbL44Q,https://api.spotify.com/v1/audio-analysis/0qFZYO72iBOhW7X6KbL44Q,167640,3
0.444,0.228,2,-21.46,1,0.0386,0.894,0.966,0.136,0.93,125.209,audio_features,5ZiyLuFvDbFwskqHpJ8E3X,spotify:track:5ZiyLuFvDbFwskqHpJ8E3X,https://api.spotify.com/v1/tracks/5ZiyLuFvDbFwskqHpJ8E3X,https://api.spotify.com/v1/audio-analysis/5ZiyLuFvDbFwskqHpJ8E3X,110800,4
0.53,0.339,2,-16.973,0,0.0419,0.567,0.874,0.102,0.0719,90.041,audio_features,4FycxLfl7H5CQnqw9J6LXZ,spotify:track:4FycxLfl7H5CQnqw9J6LXZ,https://api.spotify.com/v1/tracks/4FycxLfl7H5CQnqw9J6LXZ,https://api.spotify.com/v1/audio-analysis/4FycxLfl7H5CQnqw9J6LXZ,226880,4
0.32,0.213,0,-16.587,0,0.0531,0.98,0.758,0.118,0.306,83.862,audio_features,00byezOav1QBnZxv0KVHRU,spotify:track:00byezOav1QBnZxv0KVHRU,https://api.spotify.com/v1/tracks/00byezOav1QBnZxv0KVHRU,https://api.spotify.com/v1/audio-analysis/00byezOav1QBnZxv0KVHRU,216693,4
0.345,0.15,6,-17.034,0,0.0426,0.98,0.785,0.0997,0.13,155.869,audio_features,4F2YKfoLAJfneX9LrNu6CC,spotify:track:4F2YKfoLAJfneX9LrNu6CC,https://api.spotify.com/v1/tracks/4F2YKfoLAJfneX9LrNu6CC,https://api.spotify.com/v1/audio-analysis/4F2YKfoLAJfneX9LrNu6CC,340000,3
0.358,0.177,2,-14.334,1,0.036,0.924,0.93,0.089,0.329,73.958,audio_features,2llLJwYzzjPrz33YKJofh5,spotify:track:2llLJwYzzjPrz33YKJofh5,https://api.spotify.com/v1/tracks/2llLJwYzzjPrz33YKJofh5,https://api.spotify.com/v1/audio-analysis/2llLJwYzzjPrz33YKJofh5,240999,4
