danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.249,0.943,0,-5.188,1,0.0669,0.0286,0.00401,0.162,0.458,173.671,audio_features,4Zc7TCHzuNwL0AFBlyLdyr,spotify:track:4Zc7TCHzuNwL0AFBlyLdyr,https://api.spotify.com/v1/tracks/4Zc7TCHzuNwL0AFBlyLdyr,https://api.spotify.com/v1/audio-analysis/4Zc7TCHzuNwL0AFBlyLdyr,233507,4
0.59,0.963,0,-6.489,0,0.0676,8.75e-05,0.000105,0.0781,0.586,125.033,audio_features,6Nm8h73ycDG2saCnZV8poF,spotify:track:6Nm8h73ycDG2saCnZV8poF,https://api.spotify.com/v1/tracks/6Nm8h73ycDG2saCnZV8poF,https://api.spotify.com/v1/audio-analysis/6Nm8h73ycDG2saCnZV8poF,222827,4
0.518,0.858,0,-6.147,1,0.0672,0.00563,0.00349,0.0598,0.249,117.897,audio_features,3LpHzQU2CZzZJGdUWV79SI,spotify:track:3LpHzQU2CZzZJGdUWV79SI,https://api.spotify.com/v1/tracks/3LpHzQU2CZzZJGdUWV79SI,https://api.spotify.com/v1/audio-analysis/3LpHzQU2CZzZJGdUWV79SI,309973,4
0.413,0.873,8,-4.151,1,0.0536,0.000264,0.00249,0.204,0.48,116.68,audio_features,0snQkGI5qnAmohLE7jTsTn,spotify:track:0snQkGI5qnAmohLE7jTsTn,https://api.spotify.com/v1/tracks/0snQkGI5qnAmohLE7jTsTn,https://api.spotify.com/v1/audio-analysis/0snQkGI5qnAmohLE7jTsTn,218933,3
0.687,0.677,2,-4.172,1,0.0508,0.000643,0.000137,0.0564,0.545,75.052,audio_features,3o7TMr6RmIusYH7Kkg7ujR,spotify:track:3o7TMr6RmIusYH7Kkg7ujR,https://api.spotify.com/v1/tracks/3o7TMr6RmIusYH7Kkg7ujR,https://api.spotify.com/v1/audio-analysis/3o7TMr6RmIusYH7Kkg7ujR,199773,4
0.308,0.866,2,-5.671,0,0.059,0.000739,0.00141,0.232,0.227,109.825,audio_features,6p8eFfPw3nQkf37aT3AkmK,spotify:track:6p8eFfPw3nQkf37aT3AkmK,https://api.spotify.com/v1/tracks/6p8eFfPw3nQkf37aT3AkmK,https://api.spotify.com/v1/audio-analysis/6p8eFfPw3nQkf37aT3AkmK,438120,4
0.642,0.899,9,-6.92,0,0.0381,0.00171,0.135,0.326,0.726,125.115,audio_features,6XcoiOYiNbIxzpt8WRxq8Z,spotify:track:6XcoiOYiNbIxzpt8WRxq8Z,https://api.spotify.com/v1/tracks/6XcoiOYiNbIxzpt8WRxq8Z,https://api.spotify.com/v1/audio-analysis/6XcoiOYiNbIxzpt8WRxq8Z,235601,4
0.49,0.951,1,-3.777,1,0.0477,2.02e-05,0.0027,0.0314,0.589,106.946,audio_features,6FUwPb4mGlUDbx42uspXaZ,spotify:track:6FUwPb4mGlUDbx42uspXaZ,https://api.spotify.com/v1/tracks/6FUwPb4mGlUDbx42uspXaZ,https://api.spotify.com/v1/audio-analysis/6FUwPb4mGlUDbx42uspXaZ,269800,4
0.575,0.881,9,-13.012,1,0.0357,0.000117,2.69e-05,0.147,0.699,132.127,audio_features,28TcG73tbc4iGrGBFjiBnR,spotify:track:28TcG73tbc4iGrGBFjiBnR,https://api.spotify.com/v1/tracks/28TcG73tbc4iGrGBFjiBnR,https://api.spotify.com/v1/audio-analysis/28TcG73tbc4iGrGBFjiBnR,223867,4
0.353,0.898,2,-5.877,1,0.052,2.23e-05,0.105,0.39,0.525,103.299,audio_features,6W21LNLz9Sw7sUSNWMSHRu,spotify:track:6W21LNLz9Sw7sUSNWMSHRu,https://api.spotify.com/v1/tracks/6W21LNLz9Sw7sUSNWMSHRu,https://api.spotify.com/v1/audio-analysis/6W21LNLz9Sw7sUSNWMSHRu,255733,4
